gene	A	B	C	D	E
Skcos27357	0	0	0	0	0
Skcos27358	0	0	0	0	0
Skcos27359	0	0	0	0	0
Skcos2736	191	47	71	131	99
Skcos27360	0	0	0	0	0
Skcos27361	0	0	1	0	0
Skcos27362	0	0	0	0	3
Skcos27363	0	0	0	0	0
Skcos27364	0	0	0	0	0
Skcos27365	0	0	0	0	0
Skcos27366	32	19	19	118	32
Skcos27367	0	0	0	0	0
Skcos27368	6	0	0	2	0
Skcos27369	0	0	0	0	0
Skcos2737	13	3	10	3	6
Skcos27370	1	0	0	0	0
Skcos27371	0	0	0	0	0
Skcos27372	0	0	0	0	0
Skcos27373	9	2	6	18	3
Skcos27374	207	70	97	316	71
Skcos27375	0	1	0	0	0
Skcos27376	1	0	0	2	0
Skcos27377	0	0	0	1	0
Skcos27378	6	2	6	4	0
Skcos27379	0	0	0	0	0
Skcos2738	15	0	5	8	0
Skcos27380	0	0	0	0	0
Skcos27381	20	3	2	99	10
Skcos27382	117	48	73	234	105
Skcos27383	0	0	0	0	0
Skcos27384	0	0	0	0	0
Skcos27385	7	2	1	3	0
Skcos27386	1	0	0	0	0
Skcos27387	0	0	0	0	0
Skcos27388	0	0	0	0	0
Skcos27389	0	0	0	0	0
Skcos2739	63	41	70	34	78
Skcos27390	0	0	0	0	0
Skcos27391	1	0	0	0	3
Skcos27392	6	0	0	13	0
Skcos27393	15	2	15	34	20
Skcos27394	16	23	19	17	18
Skcos27395	0	0	0	0	0
Skcos27396	0	0	0	0	0
Skcos27397	0	0	0	0	0
Skcos27398	0	0	0	0	0
Skcos27399	0	0	0	0	0
Skcos274	1	0	1	7	1
Skcos2740	49	6	9	42	5
Skcos27400	0	0	0	0	0
Skcos27401	0	0	0	0	0
Skcos27402	11	2	3	5	4
Skcos27403	31	3	7	29	7
Skcos27404	1	3	0	3	3
Skcos27405	10	1	2	2	0
Skcos27406	25	0	1	5	0
Skcos27407	14	0	0	6	1
Skcos27408	2	0	0	1	0
Skcos27409	0	0	0	0	0
Skcos2741	19	1	3	47	2
Skcos27410	0	0	0	0	0
Skcos27411	0	0	0	0	0
Skcos27412	0	0	0	0	0
Skcos27413	0	0	0	0	0
Skcos27414	1	2	1	1	1
Skcos27415	0	0	0	0	0
Skcos27416	0	0	0	0	0
Skcos27417	49	9	11	13	18
Skcos27418	0	0	0	0	0
Skcos27419	0	0	0	0	0
Skcos2742	9	4	0	12	3
Skcos27420	0	0	0	0	0
Skcos27421	0	0	0	0	0
Skcos27422	0	0	0	0	0
Skcos27423	0	0	0	0	0
Skcos27424	0	0	0	0	0
Skcos27425	0	0	0	0	0
Skcos27426	0	0	0	0	0
Skcos27427	0	0	0	0	0
Skcos27428	0	0	0	0	0
Skcos27429	0	0	0	0	0
Skcos2743	293	178	236	349	345
Skcos27430	0	0	0	0	0
Skcos27431	82	22	33	111	36
Skcos27432	0	0	0	0	0
Skcos27433	0	0	1	0	0
Skcos27434	3	3	0	3	0
Skcos27435	3	3	0	2	1
Skcos27436	1	1	0	0	0
Skcos27437	37	5	7	59	2
Skcos27438	20	4	2	23	6
Skcos27439	187	93	99	216	78
Skcos2744	13	5	3	23	4
Skcos27440	6	0	0	0	0
Skcos27441	4	2	0	5	0
Skcos27442	0	0	0	0	0
Skcos27443	2	0	1	0	0
Skcos27444	0	2	1	0	0
Skcos27445	0	0	0	0	0
Skcos27446	2	1	0	0	0
Skcos27447	0	0	0	0	0
Skcos27448	0	0	0	0	0
Skcos27449	0	0	0	0	0
Skcos2745	8	0	2	12	3
Skcos27450	0	0	0	0	0
Skcos27451	23	2	1	23	0
Skcos27452	0	0	0	0	0
Skcos27453	10	0	1	14	2
Skcos27454	0	0	0	0	0
Skcos27455	41	7	10	41	5
Skcos27456	12	0	4	17	2
Skcos27457	6	3	0	4	2
Skcos27458	22	1	1	26	7
Skcos27459	30	13	19	28	28
Skcos2746	18	10	3	16	10
Skcos27460	16	6	10	7	5
Skcos27461	1	3	0	5	0
Skcos27462	17	3	5	16	8
Skcos27463	16	3	2	10	3
Skcos27464	11	1	1	3	2
Skcos27465	1	1	1	0	0
Skcos27466	25	7	5	45	2
Skcos27467	1	0	1	7	0
Skcos27468	1	4	5	8	5
Skcos27469	10	2	0	14	1
Skcos2747	0	0	0	0	2
Skcos27470	4	0	0	0	0
Skcos27471	6	2	0	12	2
Skcos27472	23	10	15	19	11
Skcos27473	24	1	4	4	14
Skcos27474	12	3	1	10	3
Skcos27475	2	0	1	4	1
Skcos27476	2916	1730	2101	4016	2764
Skcos27477	10	5	1	20	2
Skcos27478	234	5	5	95	7
Skcos27479	29	3	6	8	1
Skcos2748	5	0	0	13	2
Skcos27480	99	15	13	52	9
Skcos27481	16	1	1	7	2
Skcos27482	27	13	9	39	20
Skcos27483	24	4	10	21	7
Skcos27484	4	1	0	5	2
Skcos27485	16	2	1	10	1
Skcos27486	8	1	2	6	0
Skcos27487	4	0	2	3	0
Skcos27488	378	138	194	391	254
Skcos27489	26	3	6	37	7
Skcos2749	3	1	0	5	0
Skcos27490	10	1	3	7	4
Skcos27491	73	4	13	50	5
Skcos27492	1	0	0	1	0
Skcos27493	0	0	0	0	0
Skcos27494	462	292	256	609	275
Skcos27495	1	0	0	0	0
Skcos27496	0	1	4	1	0
Skcos27497	8	0	4	14	0
Skcos27498	1	1	0	3	0
Skcos27499	15	3	0	10	2
Skcos275	23	4	3	25	6
Skcos2750	67	50	49	17	30
Skcos27500	0	0	0	1	0
Skcos27501	370	25	39	263	41
Skcos27502	1	1	0	1	0
Skcos27503	1	0	0	1	0
Skcos27504	348	71	71	552	76
Skcos27505	72	19	22	205	23
Skcos27506	47	10	14	83	13
Skcos27507	13	0	3	9	1
Skcos27508	6	1	2	3	1
Skcos27509	4	2	0	2	1
Skcos2751	3	5	4	14	1
Skcos27510	232	233	252	627	327
Skcos27511	308	257	230	445	256
Skcos27512	0	0	1	0	1
Skcos27513	1	0	2	4	0
Skcos27514	23	5	8	8	10
Skcos27515	32	31	29	25	31
Skcos27516	7	1	2	7	3
Skcos27517	3	3	2	17	5
Skcos27518	19	3	3	15	7
Skcos27519	150	37	38	183	65
Skcos2752	0	1	0	3	0
Skcos27520	81	10	13	58	16
Skcos27521	13	6	5	25	3
Skcos27522	41	20	39	66	46
Skcos27523	0	0	0	0	0
Skcos27524	36	31	36	22	37
Skcos27525	4	2	0	4	3
Skcos27526	0	2	0	5	0
Skcos27527	0	0	2	0	6
Skcos27528	5	2	0	6	0
Skcos27529	0	0	0	1	0
Skcos2753	0	0	0	0	0
Skcos27530	0	0	0	1	0
Skcos27531	379	132	168	418	249
Skcos27532	11	9	4	10	10
Skcos27533	35	5	4	42	5
Skcos27534	4	2	6	11	7
Skcos27535	0	0	0	1	0
Skcos27536	8	1	4	7	4
Skcos27537	6	2	4	10	1
Skcos27538	13	2	7	19	5
Skcos27539	3	1	2	3	0
Skcos2754	202	51	43	182	43
Skcos27540	57	2	2	52	4
Skcos27541	1	2	1	8	0
Skcos27542	0	0	0	0	0
Skcos27543	7	2	3	9	2
Skcos27544	5	0	1	2	1
Skcos27545	4	0	1	2	1
Skcos27546	715	205	118	952	195
Skcos27547	0	0	0	1	0
Skcos27548	70	23	43	40	41
Skcos27549	1	0	0	0	1
Skcos2755	32	13	7	37	15
Skcos27550	7	2	3	5	1
Skcos27551	2	2	0	15	3
Skcos27552	90	30	31	110	32
Skcos27553	0	0	0	0	0
Skcos27554	3	0	4	8	2
Skcos27555	136	46	49	137	73
Skcos27556	2	0	0	3	0
Skcos27557	1	1	1	11	0
Skcos27558	1	0	0	0	0
Skcos27559	3	2	0	3	1
Skcos2756	4	0	0	2	0
Skcos27560	0	0	0	2	0
Skcos27561	35	7	3	23	20
Skcos27562	24	0	1	18	3
Skcos27563	9	4	2	8	2
Skcos27564	0	0	0	1	0
Skcos27565	0	0	0	0	0
Skcos27566	0	0	1	1	0
Skcos27567	0	0	0	0	0
Skcos27568	4	0	0	2	0
Skcos27569	0	0	1	3	2
Skcos2757	1	0	0	5	0
Skcos27570	11	0	0	3	0
Skcos27571	2	0	0	2	0
Skcos27572	31	2	3	42	4
Skcos27573	0	1	0	0	0
Skcos27574	7	1	5	22	7
Skcos27575	39	20	22	103	57
Skcos27576	4	0	0	2	2
Skcos27577	2	1	0	1	1
Skcos27578	8	3	1	3	7
Skcos27579	5	0	0	4	0
Skcos2758	444	328	350	428	411
Skcos27580	0	0	0	1	0
Skcos27581	3	2	0	1	1
Skcos27582	1	2	1	8	0
Skcos27583	5	0	0	7	0
Skcos27584	20	5	8	20	2
Skcos27585	10	5	0	3	3
Skcos27586	5	0	1	3	1
Skcos27587	2	3	1	3	2
Skcos27588	3	1	0	10	1
Skcos27589	0	0	0	0	0
Skcos2759	2843	6717	2898	2404	2739
Skcos27590	6	1	2	8	1
Skcos27591	0	0	1	0	0
Skcos27592	5	0	0	6	0
Skcos27593	17	14	4	7	7
Skcos27594	2	0	0	2	0
Skcos27595	1	0	0	1	0
Skcos27596	122	60	72	120	107
Skcos27597	2	1	0	6	4
Skcos27598	0	0	0	0	0
Skcos27599	0	0	0	1	0
Skcos276	18	1	2	29	4
Skcos2760	69	13	16	166	28
Skcos27600	6	0	0	3	0
Skcos27601	10	1	1	1	1
Skcos27602	34	11	11	62	19
Skcos27603	0	0	0	0	0
Skcos27604	0	0	0	1	0
Skcos27605	13	5	3	0	0
Skcos27606	3	0	1	1	0
Skcos27607	26	1	1	26	1
Skcos27608	1	0	1	2	1
Skcos27609	0	0	0	1	0
Skcos2761	9	0	0	12	0
Skcos27610	3	0	0	0	0
Skcos27611	84	32	23	103	48
Skcos27612	3	2	2	2	3
Skcos27613	125	97	111	155	148
Skcos27614	0	0	0	1	0
Skcos27615	6	2	1	3	1
Skcos27616	0	0	0	0	0
Skcos27617	1	0	0	2	0
Skcos27618	1	0	1	4	0
Skcos27619	0	0	0	0	0
Skcos2762	30	14	11	11	13
Skcos27620	1	0	0	0	0
Skcos27621	1	1	0	3	3
Skcos27622	1	2	0	0	0
Skcos27623	27	8	9	21	9
Skcos27624	1035	614	1173	436	1354
Skcos27625	2	0	1	0	0
Skcos27626	4	0	0	3	0
Skcos27627	30	19	14	25	39
Skcos27628	2	10	8	8	4
Skcos27629	7	1	6	8	6
Skcos2763	48	17	11	105	32
Skcos27630	2	0	1	0	0
Skcos27631	1	0	0	1	0
Skcos27632	13	2	9	29	10
Skcos27633	1	0	0	0	0
Skcos27634	0	0	0	0	0
Skcos27635	1	0	0	3	0
Skcos27636	48	1	0	41	1
Skcos27637	1	0	0	0	0
Skcos27638	1	0	0	0	0
Skcos27639	116	68	82	111	83
Skcos2764	12	3	2	10	4
Skcos27640	14	2	4	10	0
Skcos27641	9	7	7	0	0
Skcos27642	1	0	2	1	1
Skcos27643	0	0	1	1	0
Skcos27644	87	9	130	324	49
Skcos27645	2	3	0	17	0
Skcos27646	1	0	0	0	0
Skcos27647	28	7	6	22	8
Skcos27648	1	0	0	0	0
Skcos27649	19	8	8	20	6
Skcos2765	956	330	450	732	535
Skcos27650	1	0	0	1	0
Skcos27651	23	6	11	23	8
Skcos27652	4	0	2	7	0
Skcos27653	0	0	0	0	0
Skcos27654	3	0	0	0	0
Skcos27655	0	0	0	0	0
Skcos27656	0	0	0	0	0
Skcos27657	0	0	0	0	0
Skcos27658	0	0	0	0	0
Skcos27659	0	0	0	2	0
Skcos2766	109	53	53	87	66
Skcos27660	0	0	0	1	0
Skcos27661	0	0	0	4	0
Skcos27662	0	0	0	0	0
Skcos27663	0	0	0	2	0
Skcos27664	0	0	0	0	0
Skcos27665	12	1	1	8	0
Skcos2767	220	22	40	149	37
Skcos2768	5	0	0	3	0
Skcos2769	5	0	2	10	0
Skcos277	7	0	6	33	27
Skcos2770	7	2	2	2	6
Skcos2771	2223	992	1441	2339	1705
Skcos2772	1	0	1	2	0
Skcos2773	0	0	0	1	0
Skcos2774	0	1	0	0	1
Skcos2775	26	12	13	19	8
Skcos2776	0	0	0	3	0
Skcos2777	61	21	23	7	24
Skcos2778	276	117	139	657	158
Skcos2779	7	2	4	8	1
Skcos278	4	0	0	5	2
Skcos2780	49	3	11	86	14
Skcos2781	25	1	5	33	5
Skcos2782	26	7	11	48	6
Skcos2783	55	27	43	52	56
Skcos2784	318	234	251	305	309
Skcos2785	31	8	13	13	20
Skcos2786	140	21	23	99	21
Skcos2787	832	52	53	682	54
Skcos2788	5	1	2	12	1
Skcos2789	35	3	9	31	10
Skcos279	176	158	171	358	195
Skcos2790	62	0	2	2	0
Skcos2791	45	2	3	27	2
Skcos2792	141	38	66	165	82
Skcos2793	5	2	2	8	0
Skcos2794	141	68	88	116	125
Skcos2795	8	3	0	9	3
Skcos2796	15	7	10	35	7
Skcos2797	13	12	6	10	12
Skcos2798	70	55	71	93	62
Skcos2799	18	10	8	27	14
Skcos28	4	0	0	3	0
Skcos280	32	10	14	17	15
Skcos2800	21	1	9	13	5
Skcos2801	6	0	7	3	0
Skcos2802	11	4	11	14	14
Skcos2803	297	38	35	287	50
Skcos2804	131	99	75	102	85
Skcos2805	13	2	3	17	9
Skcos2806	1	1	2	0	4
Skcos2807	4	5	0	2	1
Skcos2808	2	0	0	2	2
Skcos2809	49	7	19	61	29
Skcos281	8	9	6	1	13
Skcos2810	17	4	5	4	8
Skcos2811	0	0	0	0	0
Skcos2812	20	2	4	32	3
Skcos2813	16	1	2	17	3
Skcos2814	0	0	0	0	0
Skcos2815	59	47	60	52	72
Skcos2816	78	13	6	52	9
Skcos2817	47	11	9	59	12
Skcos2818	0	0	1	0	1
Skcos2819	198	87	110	214	116
Skcos282	7	1	1	26	12
Skcos2820	64	27	34	37	45
Skcos2821	16	0	1	19	3
Skcos2822	0	0	1	0	0
Skcos2823	57	9	10	33	16
Skcos2824	9	4	1	7	4
Skcos2825	24	12	8	51	6
Skcos2826	4	1	0	12	3
Skcos2827	0	0	0	0	0
Skcos2828	0	0	0	0	0
Skcos2829	4	4	0	13	2
Skcos283	166	63	72	206	90
Skcos2830	2	2	1	2	0
Skcos2831	168	25	18	218	39
Skcos2832	0	0	0	0	0
Skcos2833	2	0	0	1	1
Skcos2834	3	1	4	12	0
Skcos2835	127	25	23	164	40
Skcos2836	2	0	0	10	2
Skcos2837	4	1	0	8	3
Skcos2838	0	0	0	0	0
Skcos2839	0	0	0	2	0
Skcos284	11	1	1	18	12
Skcos2840	12	1	1	7	2
Skcos2841	52	18	57	25	73
Skcos2842	0	0	0	1	2
Skcos2843	16	7	5	21	16
Skcos2844	18	0	1	17	2
Skcos2845	7239	4148	2909	9695	3595
Skcos2846	0	0	0	0	2
Skcos2847	11	5	8	26	5
Skcos2848	31	2	10	34	9
Skcos2849	9	4	3	13	1
Skcos285	28	43	36	96	30
Skcos2850	0	0	0	0	0
Skcos2851	226	52	67	314	50
Skcos2852	19	2	4	17	6
Skcos2853	48	37	37	58	52
Skcos2854	2	1	0	6	0
Skcos2855	4	1	0	6	0
Skcos2856	1	2	0	0	0
Skcos2857	8	4	6	7	8
Skcos2858	1	2	2	6	2
Skcos2859	1	0	1	2	1
Skcos286	24	5	8	20	10
Skcos2860	0	0	0	0	0
Skcos2861	0	0	0	0	0
Skcos2862	0	0	0	0	0
Skcos2863	9	4	2	0	1
Skcos2864	172	105	154	138	174
Skcos2865	35	27	24	147	13
Skcos2866	39	5	10	45	13
Skcos2867	5	1	0	16	1
Skcos2868	185	137	158	169	213
Skcos2869	0	0	1	0	0
Skcos287	49	52	32	70	46
Skcos2870	2	0	0	0	0
Skcos2871	131	160	159	93	234
Skcos2872	1	2	1	1	0
Skcos2873	4	7	8	3	2
Skcos2874	48	30	25	27	39
Skcos2875	6	2	0	3	3
Skcos2876	12	3	4	7	0
Skcos2877	6	0	1	9	0
Skcos2878	12	1	8	15	1
Skcos2879	31	4	1	61	15
Skcos288	224	98	110	169	153
Skcos2880	0	0	1	0	0
Skcos2881	1	0	0	1	3
Skcos2882	2	0	0	0	0
Skcos2883	0	0	0	3	0
Skcos2884	34	3	5	7	17
Skcos2885	1	0	0	1	0
Skcos2886	0	0	0	0	0
Skcos2887	5	0	0	9	0
Skcos2888	75	9	35	335	40
Skcos2889	2	1	0	0	0
Skcos289	80	12	14	89	19
Skcos2890	0	0	0	1	0
Skcos2891	185	100	136	147	149
Skcos2892	0	0	0	0	0
Skcos2893	8	3	1	7	0
Skcos2894	744	389	491	811	674
Skcos2895	7	0	0	6	3
Skcos2896	2	0	0	4	1
Skcos2897	17	1	2	14	11
Skcos2898	2	0	0	5	3
Skcos2899	82	2	2	42	1
Skcos29	1	0	0	2	0
Skcos290	21	2	0	17	0
Skcos2900	25	4	3	21	10
Skcos2901	33	13	16	4	16
Skcos2902	4	0	0	1	2
Skcos2903	437	221	445	1137	470
Skcos2904	56	12	17	63	11
Skcos2905	28	2	3	37	12
Skcos2906	20	1	2	41	3
Skcos2907	134	48	50	262	65
Skcos2908	57	6	14	31	25
Skcos2909	102	39	30	65	73
Skcos291	24	1	0	15	0
Skcos2910	1	0	0	1	0
Skcos2911	8	1	5	0	7
Skcos2912	1	0	0	0	4
Skcos2913	12	5	7	9	5
Skcos2914	6	7	11	29	9
Skcos2915	0	0	1	0	0
Skcos2916	10	1	0	1	0
Skcos2917	17	6	5	5	7
Skcos2918	2	2	0	4	3
Skcos2919	7	4	2	23	6
Skcos292	32	12	18	11	34
Skcos2920	15	4	10	16	9
Skcos2921	0	0	0	0	2
Skcos2922	2	1	0	0	2
Skcos2923	0	0	0	0	0
Skcos2924	10	0	1	3	0
Skcos2925	1	0	0	2	0
Skcos2926	3	2	1	5	4
Skcos2927	0	0	0	1	1
Skcos2928	4	3	7	7	8
Skcos2929	19	2	7	15	2
Skcos293	721	385	426	765	638
Skcos2930	30	3	21	23	27
Skcos2931	8	0	2	14	2
Skcos2932	18	1	1	28	5
Skcos2933	59	22	21	40	40
Skcos2934	10	2	4	15	7
Skcos2935	45	37	23	77	47
Skcos2936	7	3	1	12	1
Skcos2937	614	413	460	608	544
Skcos2938	29	9	6	55	4
Skcos2939	12	3	3	18	2
Skcos294	41	8	13	31	19
Skcos2940	7	2	1	31	9
Skcos2941	9	3	6	6	3
Skcos2942	29	16	15	30	16
Skcos2943	261	94	118	219	167
Skcos2944	63	5	13	76	16
Skcos2945	84	86	45	214	49
Skcos2946	14	4	8	26	8
Skcos2947	4	2	0	8	4
Skcos2948	5	7	5	19	6
Skcos2949	10	3	0	9	0
Skcos295	42	18	28	41	65
Skcos2950	110	29	33	72	35
Skcos2951	6	0	0	2	1
Skcos2952	49	2	12	42	7
Skcos2953	6	0	1	3	2
Skcos2954	0	2	0	2	0
Skcos2955	40	10	17	10	33
Skcos2956	8	3	4	5	3
Skcos2957	12	7	3	13	1
Skcos2958	125	68	104	83	114
Skcos2959	18	2	0	27	2
Skcos296	43	17	8	67	14
Skcos2960	2	0	0	4	0
Skcos2961	6	0	0	9	3
Skcos2962	4	0	0	4	0
Skcos2963	4	0	5	2	3
Skcos2964	31	13	27	40	17
Skcos2965	11	0	0	9	2
Skcos2966	19	5	10	18	8
Skcos2967	170	139	114	372	127
Skcos2968	12	4	5	6	9
Skcos2969	1	0	0	2	1
Skcos297	0	0	1	2	0
Skcos2970	95	21	20	89	19
Skcos2971	82	0	5	36	10
Skcos2972	3	0	0	3	1
Skcos2973	0	0	2	0	3
Skcos2974	2	0	0	2	3
Skcos2975	55	19	25	48	31
Skcos2976	37	4	8	37	5
Skcos2977	23	7	8	28	10
Skcos2978	0	0	0	0	0
Skcos2979	86	31	43	149	59
Skcos298	8	1	4	7	1
Skcos2980	25	5	3	21	6
Skcos2981	57	28	39	77	48
Skcos2982	11	0	2	16	1
Skcos2983	9	1	3	13	4
Skcos2984	65	12	6	86	19
Skcos2985	20821	20538	26457	17138	27385
Skcos2986	50	9	29	108	25
Skcos2987	2	2	4	0	2
Skcos2988	30	18	23	52	31
Skcos2989	13	0	3	25	1
Skcos299	26	8	5	32	8
Skcos2990	67	31	60	72	52
Skcos2991	34	2	8	26	6
Skcos2992	11	2	3	16	5
Skcos2993	153	77	107	146	151
Skcos2994	2391	787	769	2500	873
Skcos2995	1	0	0	1	0
Skcos2996	11	0	0	3	4
Skcos2997	5	3	4	2	1
Skcos2998	30	7	7	45	13
Skcos2999	16	4	0	18	1
Skcos3	3	0	0	6	0
Skcos30	8	4	3	28	6
Skcos300	428	111	171	497	201
Skcos3000	8	21	19	19	18
Skcos3001	55	22	32	153	29
Skcos3002	46	21	33	32	46
Skcos3003	12	5	1	10	5
Skcos3004	4	0	0	0	0
Skcos3005	2	0	5	1	0
Skcos3006	84	25	28	121	35
Skcos3007	168	40	49	112	78
Skcos3008	1	0	0	0	0
Skcos3009	4	1	1	1	2
Skcos301	41	1	2	28	8
Skcos3010	3	2	1	7	0
Skcos3011	9	3	1	9	1
Skcos3012	19	5	1	16	1
Skcos3013	25	7	4	87	6
Skcos3014	52	13	29	28	18
Skcos3015	0	0	1	2	0
Skcos3016	816	158	292	1484	341
Skcos3017	18	6	2	26	3
Skcos3018	10	2	2	12	3
Skcos3019	6	2	1	14	1
Skcos302	16	3	8	1	3
Skcos3020	191	75	62	186	88
Skcos3021	7	0	0	6	4
Skcos3022	6	0	5	20	14
Skcos3023	933	55	73	1426	141
Skcos3024	2	0	1	0	1
Skcos3025	11	0	10	13	3
Skcos3026	1	0	1	2	0
Skcos3027	278	182	202	347	293
Skcos3028	14	5	12	12	5
Skcos3029	1	0	2	1	0
Skcos303	10	0	1	14	4
Skcos3030	17	0	11	28	1
Skcos3031	4	0	0	2	1
Skcos3032	3	0	0	0	5
Skcos3033	11	3	2	14	3
Skcos3034	0	2	0	0	0
Skcos3035	0	0	0	3	0
Skcos3036	16	2	2	25	1
Skcos3037	4	1	1	8	1
Skcos3038	0	0	0	0	0
Skcos3039	1	0	0	1	0
Skcos304	206	116	147	810	199
Skcos3040	8	1	6	19	3
Skcos3041	51	7	11	87	14
Skcos3042	8	0	3	5	0
Skcos3043	13	0	0	13	3
Skcos3044	5	0	0	10	2
Skcos3045	4	2	5	7	5
Skcos3046	2	0	1	2	1
Skcos3047	3	0	0	1	0
Skcos3048	17	10	17	23	13
Skcos3049	3	1	0	0	0
Skcos305	30	4	7	9	2
Skcos3050	222	42	47	332	64
Skcos3051	20	0	3	15	3
Skcos3052	6	3	1	7	0
Skcos3053	72	11	19	98	15
Skcos3054	263	124	167	232	254
Skcos3055	27	11	22	12	29
Skcos3056	0	0	0	1	0
Skcos3057	19	5	9	34	7
Skcos3058	91	26	33	226	35
Skcos3059	331	117	129	301	123
Skcos306	30	3	4	33	7
Skcos3060	31	8	7	31	6
Skcos3061	22	2	1	17	1
Skcos3062	2	1	0	2	0
Skcos3063	0	1	1	0	1
Skcos3064	4	2	3	9	4
Skcos3065	39	0	6	19	2
Skcos3066	478	336	313	494	529
Skcos3067	10	3	1	28	4
Skcos3068	8	1	0	7	2
Skcos3069	0	0	1	1	1
Skcos307	30	11	9	3	7
Skcos3070	7	4	3	10	1
Skcos3071	6	2	5	7	5
Skcos3072	0	0	1	2	0
Skcos3073	2	0	0	0	0
Skcos3074	1	0	0	1	0
Skcos3075	0	0	0	0	0
Skcos3076	0	0	0	2	0
Skcos3077	1	0	0	0	0
Skcos3078	6	3	4	6	4
Skcos3079	0	0	2	3	2
Skcos308	512	258	321	486	369
Skcos3080	5	1	0	3	0
Skcos3081	47	9	21	9	10
Skcos3082	15	9	4	43	6
Skcos3083	4	0	0	8	0
Skcos3084	25	7	8	14	4
Skcos3085	15	5	3	10	5
Skcos3086	3	1	1	2	1
Skcos3087	0	0	0	0	0
Skcos3088	97	22	33	568	36
Skcos3089	3	0	0	3	1
Skcos309	4	4	3	6	3
Skcos3090	0	0	0	0	2
Skcos3091	0	0	0	0	0
Skcos3092	0	1	0	1	0
Skcos3093	0	0	0	0	0
Skcos3094	0	0	0	0	0
Skcos3095	0	1	0	0	0
Skcos3096	2	1	0	0	0
Skcos3097	11	3	7	16	4
Skcos3098	0	1	0	1	0
Skcos3099	0	0	0	0	0
Skcos31	0	0	0	1	0
Skcos310	244	50	68	193	65
Skcos3100	0	0	1	0	0
Skcos3101	610	280	209	752	217
Skcos3102	165	9	10	85	10
Skcos3103	31	7	7	18	8
Skcos3104	0	0	0	3	0
Skcos3105	28	6	5	39	5
Skcos3106	1	4	2	25	4
Skcos3107	13	2	5	11	21
Skcos3108	0	0	0	0	0
Skcos3109	0	1	0	0	0
Skcos311	37	27	28	74	32
Skcos3110	11	4	0	9	6
Skcos3111	86	35	18	91	51
Skcos3112	313	4	10	129	4
Skcos3113	83	108	62	217	95
Skcos3114	32	10	8	37	20
Skcos3115	16	4	4	22	2
Skcos3116	69	15	17	111	8
Skcos3117	454	289	249	585	281
Skcos3118	1912	611	773	2025	714
Skcos3119	149	96	103	140	173
Skcos312	46	42	31	189	54
Skcos3120	9	2	2	1	3
Skcos3121	7	9	8	12	7
Skcos3122	2	1	4	4	0
Skcos3123	13	5	4	25	13
Skcos3124	8	2	4	2	3
Skcos3125	32	4	10	27	6
Skcos3126	33	8	13	26	14
Skcos3127	114	126	111	131	100
Skcos3128	2	0	0	0	1
Skcos3129	5	0	0	2	1
Skcos313	84	12	12	79	16
Skcos3130	29	3	4	31	7
Skcos3131	4	2	2	2	0
Skcos3132	13	9	2	11	0
Skcos3133	14	3	7	5	13
Skcos3134	31	9	11	26	13
Skcos3135	8	0	0	6	2
Skcos3136	588	400	504	698	581
Skcos3137	82	11	5	45	9
Skcos3138	16	4	14	35	21
Skcos3139	169	84	119	112	210
Skcos314	2	0	3	0	0
Skcos3140	63	14	4	262	6
Skcos3141	233	163	155	227	250
Skcos3142	5	0	0	6	0
Skcos3143	1	0	2	2	0
Skcos3144	3	2	0	3	2
Skcos3145	12	13	9	13	10
Skcos3146	294	96	110	482	150
Skcos3147	31605	25285	23162	42690	20483
Skcos3148	32	3	1	70	14
Skcos3149	150	37	44	110	99
Skcos315	15	4	7	18	7
Skcos3150	21	6	6	8	3
Skcos3151	4	1	2	24	1
Skcos3152	37	4	11	36	10
Skcos3153	43	3	3	19	3
Skcos3154	26	1	3	16	0
Skcos3155	199	179	176	164	242
Skcos3156	369	259	276	476	352
Skcos3157	9	1	3	15	0
Skcos3158	16	3	7	23	7
Skcos3159	27	19	24	48	12
Skcos316	6	2	0	12	2
Skcos3160	36	10	13	48	10
Skcos3161	44	12	14	88	19
Skcos3162	4	3	2	0	1
Skcos3163	0	1	2	2	2
Skcos3164	3	0	1	2	0
Skcos3165	0	1	0	2	0
Skcos3166	57	52	41	53	34
Skcos3167	27	12	8	34	4
Skcos3168	3	1	2	3	1
Skcos3169	110	32	43	124	23
Skcos317	8	13	17	46	8
Skcos3170	27	1	3	10	0
Skcos3171	8	1	2	9	0
Skcos3172	22	1	3	21	5
Skcos3173	0	1	3	1	2
Skcos3174	5	2	1	8	2
Skcos3175	18	7	1	6	1
Skcos3176	59	16	38	108	23
Skcos3177	0	0	0	1	0
Skcos3178	9	2	5	17	5
Skcos3179	9	1	1	4	3
Skcos318	19	14	11	3	18
Skcos3180	155	72	79	246	98
Skcos3181	8	9	7	13	15
Skcos3182	32	0	1	13	0
Skcos3183	0	1	0	4	0
Skcos3184	24	11	26	59	13
Skcos3185	3	2	1	6	0
Skcos3186	9	4	3	13	2
Skcos3187	57	22	16	88	36
Skcos3188	84	32	36	59	64
Skcos3189	73	13	21	98	30
Skcos319	4	2	0	12	3
Skcos3190	9	1	0	0	0
Skcos3191	33	4	9	19	4
Skcos3192	52	24	11	56	14
Skcos3193	57	10	15	57	11
Skcos3194	11	2	5	13	12
Skcos3195	88	18	21	108	20
Skcos3196	21	4	5	37	7
Skcos3197	11	3	4	10	6
Skcos3198	55	8	16	26	22
