geneID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control
Throt12372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt12373	0.0	0.1315269942057098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt12370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5183251256549686	0.0	0.0
Throt12371	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt12376	0.8943922119392672	1.972904913085647	3.4341770622068153	3.243033154026862	2.969304206438604	1.3077683035615035	1.675705702510291	1.2958128141374214	1.1472349915850313	1.289212360864979
Throt12377	0.25554063198264776	0.5261079768228392	0.26416746632360116	0.0	0.0	0.1453075892846115	0.27928428375171516	0.0	0.0	0.0
Throt12374	0.0	1.5783239304685177	0.0	0.24946408877129705	0.0	0.1453075892846115	0.0	0.0	0.9177879932680251	0.0
Throt12375	0.5110812639652955	0.0	0.26416746632360116	0.0	0.3493299066398358	0.0	0.0	0.2591625628274843	0.0	0.0
Throt17915	0.38331094797397164	0.3945809826171294	0.5283349326472023	0.24946408877129705	0.1746649533199179	0.4359227678538345	0.0	0.0	0.6883409949510189	0.0
Throt17914	0.3194257899783097	0.5261079768228392	0.13208373316180058	0.24946408877129705	0.1746649533199179	0.290615178569223	0.0	0.0	0.6883409949510189	0.0
Throt17917	0.0	0.2630539884114196	0.0	0.0	0.0	0.1453075892846115	0.0	0.0	0.6883409949510189	0.0
Throt17916	0.12777031599132388	0.657634971028549	0.13208373316180058	0.24946408877129705	0.0	0.1453075892846115	0.0	0.0	0.45889399663401254	1.031369888691983
Throt17911	15.779634024928498	51.29552774022682	42.66304581126159	25.694801143443595	17.117165425351953	12.060529910622755	30.441986928936952	27.471231659713336	18.585206863677506	34.550891271181435
Throt17910	0.0	0.2630539884114196	0.0	0.24946408877129705	0.0	0.1453075892846115	0.0	0.0	0.0	0.2578424721729958
Throt17913	0.12777031599132388	0.3945809826171294	0.26416746632360116	0.0	0.1746649533199179	0.0	0.0	0.0	0.0	1.031369888691983
Throt17912	0.0	0.0	0.3962511994854018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8345	0.0	0.2630539884114196	0.13208373316180058	0.0	0.0	0.1453075892846115	0.27928428375171516	0.0	0.22944699831700627	0.0
Throt8344	0.0	0.1315269942057098	0.26416746632360116	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8346	0.06388515799566194	0.2630539884114196	0.13208373316180058	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt17919	0.0	0.2630539884114196	0.0	0.4989281775425941	1.3973196265593433	0.4359227678538345	0.0	0.2591625628274843	2.0650229848530564	0.2578424721729958
Throt17918	0.0	0.2630539884114196	0.0	0.0	0.0	0.0	0.0	0.0	0.22944699831700627	0.0
Throt8343	0.0	0.2630539884114196	0.13208373316180058	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt8342	14.118619917041288	44.45612404152991	48.738897536704414	36.172292871838074	52.748815902615206	22.232061160545562	45.80262253528129	45.09428593198226	32.581473761014884	42.286165436371306
Throt12379	0.0	0.2630539884114196	0.13208373316180058	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt20889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt20888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt17305	0.06388515799566194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt20881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt20880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Throt20883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
